AJ_Cook/AJ_Cook_0001.jpg	104.698	114.315	148.132	113.657	117.066	136.986	105.384	159.575	145.989	160.403	
AJ_Lamas/AJ_Lamas_0001.jpg	98.973	113.605	146.069	113.854	129.723	133.881	96.233	157.018	150.343	157.459	
Aaron_Eckhart/Aaron_Eckhart_0001.jpg	107.441	108.660	146.682	109.121	126.969	140.391	110.333	157.191	143.330	157.533	
Aaron_Guiel/Aaron_Guiel_0001.jpg	100.029	114.097	142.315	112.173	126.386	138.905	101.496	160.212	145.896	157.554	
Aaron_Patterson/Aaron_Patterson_0001.jpg	106.355	114.216	146.405	113.273	121.075	134.580	108.054	159.412	140.432	157.634	
Aaron_Peirsol/Aaron_Peirsol_0001.jpg	101.990	113.148	145.129	111.632	127.154	142.307	105.004	156.761	148.391	154.858	
Aaron_Peirsol/Aaron_Peirsol_0002.jpg	102.022	113.114	145.874	111.417	128.889	140.170	105.825	159.408	146.426	157.337	
Aaron_Peirsol/Aaron_Peirsol_0003.jpg	103.148	112.211	146.974	110.746	127.585	140.819	102.572	155.234	149.471	154.147	
Aaron_Peirsol/Aaron_Peirsol_0004.jpg	110.380	112.842	147.139	112.077	123.406	136.928	114.385	158.609	145.617	158.365	
Aaron_Pena/Aaron_Pena_0001.jpg	105.229	109.323	149.329	110.411	123.075	134.919	106.772	159.543	141.285	160.981	
Aaron_Sorkin/Aaron_Sorkin_0001.jpg	101.522	110.103	147.161	108.636	132.563	138.548	100.694	159.580	150.439	156.760	
Aaron_Sorkin/Aaron_Sorkin_0002.jpg	102.545	112.332	148.424	111.847	124.977	138.826	100.593	154.861	152.338	154.750	
Aaron_Tippin/Aaron_Tippin_0001.jpg	106.360	113.535	144.294	110.564	133.971	135.906	108.532	159.735	140.943	157.026	
Abba_Eban/Abba_Eban_0001.jpg	99.875	113.328	145.692	111.833	128.283	138.349	103.575	159.249	145.014	157.746	
Abbas_Kiarostami/Abbas_Kiarostami_0001.jpg	105.092	115.890	145.394	114.659	131.108	131.762	108.839	159.276	145.751	158.367	
Abdel_Aziz_Al-Hakim/Abdel_Aziz_Al-Hakim_0001.jpg	102.143	113.602	144.886	113.839	128.410	134.511	106.589	158.178	143.772	158.466	
Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.jpg	101.995	109.549	145.258	108.871	126.895	138.420	105.493	156.889	140.952	157.266	
Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg	104.109	113.455	147.463	111.879	126.342	134.129	111.361	158.332	140.708	158.244	
Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.jpg	103.252	115.008	146.810	113.142	128.818	137.654	111.558	160.570	144.590	158.735	
Abdoulaye_Wade/Abdoulaye_Wade_0001.jpg	103.541	114.287	149.823	112.886	119.460	136.394	105.656	166.088	144.623	166.291	
Abdoulaye_Wade/Abdoulaye_Wade_0002.jpg	100.748	111.602	148.962	110.256	123.534	140.801	102.202	154.306	152.114	153.789	
Abdoulaye_Wade/Abdoulaye_Wade_0003.jpg	101.698	111.709	137.174	111.833	133.666	136.968	107.011	160.665	135.374	160.560	
Abdoulaye_Wade/Abdoulaye_Wade_0004.jpg	94.199	114.834	151.731	113.154	130.388	152.966	98.048	175.372	150.076	175.181	
Abdul_Majeed_Shobokshi/Abdul_Majeed_Shobokshi_0001.jpg	117.976	120.105	153.839	116.738	145.643	148.409	113.314	163.013	143.236	161.714	
Abdul_Rahman/Abdul_Rahman_0001.jpg	104.691	112.567	151.101	112.110	126.879	137.062	104.522	160.583	149.786	160.270	
Abdulaziz_Kamilov/Abdulaziz_Kamilov_0001.jpg	104.830	113.157	145.649	111.670	128.813	138.352	108.252	156.778	141.837	156.066	
